name,rating,numberofbik,price,WatchthisMonth,Kosher,Address,asian restaurant,italian restaurant,gril restaurant,mediterranean restaurant,sea food,coffe,delivery,burger shop,online order,City,Street
שליס,7.9,478,מחיר זול,470,כשר,"יוסף סמלו 8, נתיבות",0,1,0,0,0,1,1,0,0,נתיבות,יוסף סמלו 8
הקבב של עובד,8.6,126,מחיר זול,328,כשר,"חיים ארלוזורוב 6, קרית שמונה",0,0,1,0,0,0,0,0,0,קרית שמונה,חיים ארלוזורוב 6
קפה לנדוור,7.6,2010,מחיר סביר,450,לא כשר,"חיל הנדסה 2, באר שבע",0,0,1,0,0,1,1,0,1,באר שבע,חיל הנדסה 2
ברכת רם,8.5,351,מחיר סביר,250,לא כשר,מג'דל שמס,0,1,1,0,0,0,0,0,0,מג'דל שמס,
אלמה בשר עם מסעדה,8.7,655,מחיר סביר,932,לא כשר,"דרך יצחק רבין 19, בית שמש",0,0,1,0,0,0,0,0,0,בית שמש,דרך יצחק רבין 19
Crudo,8.6,352,מחיר יקר,525,לא כשר,"הנמל 15, חיפה",0,1,0,0,0,0,1,0,1,חיפה,הנמל 15
עופל'ה גריל,7.6,34,ציון העסק 7.6,165,כשר,"יהושע רבינוביץ 11, חולון (מרכז סאדאב)",0,0,1,0,0,0,0,0,0,חולון (מרכז סאדאב),יהושע רבינוביץ 11
ג'פניקה,8.3,4340,מחיר סביר,661,לא כשר,"שדרות הנשיא 122, חיפה",1,0,0,0,0,0,1,0,1,חיפה,שדרות הנשיא 122
זוס,8.1,67,מחיר סביר,487,לא כשר,"שדרות הנשיא 134, חיפה",0,0,0,0,0,0,1,0,1,חיפה,שדרות הנשיא 134
הפינה של אילן,8.4,32,ציון העסק 8.4,269,כשר,"אברהם רוזנמן, נתיבות",0,0,1,1,0,0,0,0,0,נתיבות,אברהם רוזנמן
טבעוניה בית לאוכל בקדיתא,8.4,66,ציון העסק 8.4,178,מושגח ללא תעודה,קדיתא,0,0,0,0,0,0,0,1,0,קדיתא,
מסעדת האני,8.6,459,מחיר סביר,467,לא כשר,"כביש השלום 22, אבו גוש",0,0,1,0,0,0,1,1,0,אבו גוש,כביש השלום 22
נויה,8,1406,מחיר סביר,136,כשר,"שלומציון המלכה 3, ירושלים",0,0,1,0,0,0,0,0,0,ירושלים,שלומציון המלכה 3
ארוי,8.9,1259,מחיר סביר,2223,כשר,"בנימין שמוטקין 17, ראשון לציון",1,0,0,0,0,0,1,0,1,ראשון לציון,בנימין שמוטקין 17
חומוס פלייס,7.8,105,מחיר סביר,121,כשר,"צומת עד הלום, עד הלום",0,0,0,0,0,0,1,0,1,עד הלום,צומת עד הלום
עשן הזמן,8.7,846,מחיר זול,450,לא כשר,"אנילביץ' 17, באר שבע",0,0,0,0,0,0,0,0,0,באר שבע,אנילביץ' 17
דיצה פיצה,8.7,613,מחיר זול,433,כשר,"אריה ל. קובובי 55, ירושלים",0,1,0,0,0,0,1,0,1,ירושלים,אריה ל. קובובי 55
סטקיית הלב הרחב,8.6,28,ציון העסק 8.6,399,כשר,"אברהם בן שושן 28, עכו",0,0,1,0,0,0,0,0,0,עכו,אברהם בן שושן 28
קפה גרג,7.4,1115,מחיר סביר,74,לא כשר,"קניון חיפה, חיפה",0,0,0,0,0,1,1,0,1,חיפה,קניון חיפה
Bodega,9.1,932,מחיר סביר,1762,כשר,"קרליבך 14, תל אביב יפו",0,0,0,0,0,0,1,1,1,תל אביב יפו,קרליבך 14
ים 7,8.2,2966,מחיר סביר,523,לא כשר,"דן אכדיה, הרצליה",0,0,0,0,0,0,0,0,1,הרצליה,דן אכדיה
אנגוס בשרים,8.7,2716,מחיר סביר,1266,לא כשר,"הארבעה 20, תל אביב יפו",0,0,1,0,0,0,1,0,1,תל אביב יפו,הארבעה 20
עומרס בית קולינרי,8.6,25,ציון העסק 8.6,401,כשר,"המסגר, דימונה",0,0,1,0,0,0,1,0,0,דימונה,המסגר
ג'אפן ג'אפן,8.3,339,מחיר סביר,564,כשר,"הבנאי 6, אריאל",1,0,0,0,0,0,1,0,1,אריאל,הבנאי 6
טאגלוס,8.7,2482,מחיר סביר,602,לא כשר,"החרושת 12, כרמיאל (מרכז שווקים)",0,1,1,0,0,0,1,0,1,כרמיאל (מרכז שווקים),החרושת 12
רחלה,9.1,1608,מחיר סביר,621,כשר,"המסגר 12, אופקים",0,0,1,0,0,0,1,0,0,אופקים,המסגר 12
סי קפה,8.2,37,מחיר סביר,286,לא כשר,מנזר לטרון,0,0,1,0,0,1,0,0,0,מנזר לטרון,
אלצ'קו,8.6,98,ציון העסק 8.6,162,לא כשר,שעל,0,1,1,0,0,0,1,0,0,שעל,
בואצ'וס אקספרס,8,11,ציון העסק 8,164,לא כשר,"אלי כהן 55, אשקלון",0,0,1,0,0,0,0,0,0,אשקלון,אלי כהן 55
הסנדוויץ של ABBA,0,0,0,0,לא כשר,"צאלח אלדין, רהט",0,0,1,0,0,0,1,1,0,רהט,צאלח אלדין
ריבר,7.8,2098,מחיר סביר,509,כשר,"דרך זאב ז'בוטינסקי 7, רמת גן",1,0,0,0,0,0,1,0,1,רמת גן,דרך זאב ז'בוטינסקי 7
מיקימאיה,0,93,0,0,לא כשר,"הערבה 16, צור משה",0,0,0,0,0,1,1,0,0,צור משה,הערבה 16
בוצ'רי דה ברילוצ'ה,8.4,5255,מחיר סביר,765,לא כשר,"הברזל 4, תל אביב יפו",0,0,1,0,0,0,1,1,1,תל אביב יפו,הברזל 4
טרנזיט,8.3,22,ציון העסק 8.3,894,לא כשר,"זד""ל 1, ראשון לציון",1,0,0,0,0,0,1,0,1,ראשון לציון,"זד""ל 1"
גיטא הכל לכבוד שבת,0,3,0,0,כשר,"תרשיש 1, שוהם",0,0,0,0,0,0,1,0,0,שוהם,תרשיש 1
BBB,8.3,3400,מחיר סביר,472,לא כשר,"מיקס שרונים, הוד השרון",0,0,1,0,0,0,1,1,1,הוד השרון,מיקס שרונים
גראונד קפה,8.6,3405,מחיר סביר,1088,לא כשר,"שלמה המלך 6, קרית אונו",0,0,0,0,0,1,1,0,1,קרית אונו,שלמה המלך 6
ממלכת שרונים,8.5,252,ציון העסק 8.5,604,לא כשר,"מיקס שרונים, הוד השרון",0,0,0,0,0,1,0,0,0,הוד השרון,מיקס שרונים
השניצל של מישל,0,0,0,0,כשר • משלוחים בלבד,"אגמון, עפולה",0,0,1,0,0,0,1,0,0,עפולה,אגמון
קאן קאי,8.2,4371,מחיר זול,443,מושגח ללא תעודה,"משה דיין 2, ראש העין (מרכז טל)",1,0,0,0,0,0,1,0,1,ראש העין (מרכז טל),משה דיין 2
מאנצ'וס,0,1,0,0,לא כשר,"שדרות ארלוזורוב 24, עפולה",0,0,1,0,0,0,0,0,0,עפולה,שדרות ארלוזורוב 24
קפה ג'ו,8,454,מחיר סביר,213,כשר,"קניון חולון, חולון",0,0,0,0,0,1,0,0,0,חולון,קניון חולון
אצה סושי בר חולון,8.7,1597,מחיר סביר,697,כשר,"פנחס אילון 13, חולון",1,0,0,0,0,0,1,0,1,חולון,פנחס אילון 13
שיפודי הכיכר,8,23,מחיר זול,156,כשר,"דלק יד בנימין, אזור רחובות",0,0,1,0,0,0,0,0,0,אזור רחובות,דלק יד בנימין
רונן בשרים,8.3,1508,מחיר זול,1468,כשר,"צבי שכטרמן 28, נתניה",0,1,1,0,0,0,1,0,0,נתניה,צבי שכטרמן 28
צ'אצ'ה,8.6,97,מחיר זול,481,לא כשר,"קק""ל 122, באר שבע",0,0,0,0,0,0,0,0,0,באר שבע,"קק""ל 122"
קפה שטמפפר,9,2680,מחיר סביר,3215,לא כשר,"יהושע שטמפפר 6, נתניה",0,1,1,0,0,1,1,0,1,נתניה,יהושע שטמפפר 6
ויוינו,9.1,548,מחיר סביר,3045,לא כשר,"משה בקר 12, ראשון לציון",0,1,0,0,0,0,1,0,1,ראשון לציון,משה בקר 12
פוקצ'ריה מטבח איטלקי,8.8,616,מחיר סביר,704,כשר,"עופר הקניון הגדול, פתח תקווה",0,1,0,0,0,0,0,0,0,פתח תקווה,עופר הקניון הגדול
אסדו בר,8.6,2319,מחיר סביר,911,לא כשר,אלונים,0,0,1,0,0,0,0,0,1,אלונים,
קרפאלונה,0,1,ציון העסק 8.5,0,כשר,"זהרון 3, עין הבשור",0,1,0,0,0,1,1,0,0,עין הבשור,זהרון 3
קפה קפה,0,11,מחיר סביר,0,לא כשר,"וולפסון, חולון",0,1,0,0,0,1,0,0,0,חולון,וולפסון
מסעדת נצח,8.6,209,מחיר סביר,267,כשר,"שלום שבזי 34, אליכין",0,0,1,0,0,0,0,0,0,אליכין,שלום שבזי 34
מינה טומיי,9,10672,מחיר סביר,890,לא כשר,"דרך משה פלימן 8, חיפה (מרכז קסטרא)",1,0,0,0,0,0,1,0,1,חיפה (מרכז קסטרא),דרך משה פלימן 8
מיטבוחה בישול אותנטי,0,0,0,0,מושגח ללא תעודה • ייצור בהתאמה אישית,בוסתן הגליל,0,0,0,1,0,0,1,0,1,בוסתן הגליל,
סואי סושי,8,1869,מחיר סביר,323,לא כשר,"סירקין 6, גבעתיים",1,0,0,0,0,0,1,0,1,גבעתיים,סירקין 6
הפריקסה של חיימיקו,9,1558,מחיר זול,306,כשר,"דרך רמתיים 63, הוד השרון",0,1,0,0,0,0,1,0,1,הוד השרון,דרך רמתיים 63
קנטינה,7.4,1033,מחיר סביר,1661,לא כשר,"שדרות רוטשילד 71, תל אביב יפו",0,1,0,0,0,0,0,0,1,תל אביב יפו,שדרות רוטשילד 71
אגאדיר,8.1,4129,מחיר סביר,642,לא כשר,"המנופים 9, הרצליה",0,0,1,0,0,0,1,1,1,הרצליה,המנופים 9
קינג קונג,0,203,מחיר סביר,0,לא כשר,"דרך ירושלים 34, רעננה (מרכז גמלא)",1,0,0,0,0,0,1,0,1,רעננה (מרכז גמלא),דרך ירושלים 34
Felicita פליצ'יטה,8.3,713,מחיר סביר,252,כשר,"בן גוריון 5, רעננה",0,1,0,0,0,0,1,0,1,רעננה,בן גוריון 5
united food,0,1,0,0,לא כשר,"דרך הארבעה 34, עכו",0,0,0,0,0,0,0,0,0,עכו,דרך הארבעה 34
קפה לנדוור,7.8,3996,מחיר סביר,511,לא כשר,"דרך רמתיים 18, הוד השרון",0,0,0,0,0,1,1,0,1,הוד השרון,דרך רמתיים 18
טוביקו,8.6,10,ציון העסק 8.6,597,כשר • משלוחים בלבד,שדרות,1,0,0,0,0,0,1,0,1,שדרות,
BBB,7.8,4123,מחיר סביר,557,לא כשר,"אריה שנקר 11, הרצליה",0,0,1,0,0,0,1,1,1,הרצליה,אריה שנקר 11
טיק טאק תאי,0,0,0,0,לא כשר,"משה סנה 32, פתח תקווה",1,0,0,0,0,0,0,0,0,פתח תקווה,משה סנה 32
פיצה לאונרדו,8.5,425,מחיר זול,503,כשר,"מרכז מסחרי, כוכב יאיר צור יגאל",0,1,0,0,0,1,1,0,1,כוכב יאיר צור יגאל,מרכז מסחרי
באצ'יס רול מקסיקני,8.1,623,מחיר זול,298,כשר,"קניון בת ים, בת ים",0,0,1,0,0,0,1,0,1,בת ים,קניון בת ים
רופטופ,8.7,2826,מחיר יקר,574,כשר,"שלמה המלך 11, ירושלים",0,0,1,0,0,0,0,0,1,ירושלים,שלמה המלך 11
נגיסה סושי,0,0,מחיר סביר,0,כשר,"העצמאות 59, קרית אתא",1,0,0,0,0,0,1,0,1,קרית אתא,העצמאות 59
ומשביע,0,1,0,0,כשר,"הבדיל 20, באר שבע",0,0,1,0,0,0,0,0,0,באר שבע,הבדיל 20
בת יער,9.3,6301,מחיר סביר,2183,לא כשר,עמוקה,0,0,1,0,0,0,0,0,1,עמוקה,
וואסבי סושי,0,54,מחיר סביר,0,לא כשר,"המסחר 2, אשדוד",1,0,0,0,0,0,1,0,1,אשדוד,המסחר 2
פוד מרקט,0,6,0,0,לא כשר,"לב בת חפר, בת חפר",0,0,0,0,0,0,0,0,0,בת חפר,לב בת חפר
מלון וולדורף אסטוריה ירושלים,9,8793,מחיר סביר,245,כשר,"אגרון 26, ירושלים",0,1,0,0,0,0,0,0,1,ירושלים,אגרון 26
פו 26,8.6,617,מחיר סביר,393,לא כשר,"סירקין 26, חיפה",1,0,0,0,0,0,1,0,1,חיפה,סירקין 26
מסעדת מזרחי,8.2,37,ציון העסק 8.2,695,כשר,"דוד פנקס 14, נתניה",0,0,1,0,0,0,1,0,0,נתניה,דוד פנקס 14
IGOR MEAT,7.1,118,מחיר סביר,81,כשר,"הרא""ה 1, רמת גן",0,0,1,0,0,0,1,0,1,רמת גן,"הרא""ה 1"
פטריקס,7.2,41,ציון העסק 7.2,711,מושגח ללא תעודה,"דם המכבים 36, מודיעין מכבים רעות",0,0,0,0,0,0,0,0,1,מודיעין מכבים רעות,דם המכבים 36
קפה לנדוור,8.2,2223,מחיר סביר,674,לא כשר,"אקליפטוס 1, רמת ישי",0,0,0,0,0,1,1,0,0,רמת ישי,אקליפטוס 1
ג'פניקה,8.1,2436,מחיר סביר,985,לא כשר,"תפוצות ישראל 5, גבעתיים",1,0,0,0,0,0,1,0,1,גבעתיים,תפוצות ישראל 5
נקו סושי,0,1,0,0,לא כשר,"עין הים, חדרה",1,0,0,0,0,0,0,0,0,חדרה,עין הים
סושי וסאבי,0,1,0,0,לא כשר,"העבודה 13, אשקלון",1,0,0,0,0,0,1,0,0,אשקלון,העבודה 13
חומוס יעקב,8.6,598,מחיר זול,485,כשר,"ירושלים 5, עפולה",0,0,0,1,0,0,1,0,0,עפולה,ירושלים 5
Beeper,0,2,0,0,לא כשר,"צפצפה 3, רמת ישי",0,0,0,0,0,0,0,0,0,רמת ישי,צפצפה 3
קפה גרג,8.1,599,מחיר סביר,229,כשר,"עופר השרון, נתניה",0,1,0,0,0,1,0,0,0,נתניה,עופר השרון
ג'פניקה,7.9,954,מחיר סביר,710,לא כשר,"אקליפטוס 3, רמת ישי",1,0,0,0,0,0,1,0,1,רמת ישי,אקליפטוס 3
בנדיקט,8.2,8,מחיר סביר,267,לא כשר,"ביג סנטר, כרמיאל",0,0,0,0,0,1,1,0,1,כרמיאל,ביג סנטר
חוות דרך התבלינים,9.2,38,ציון העסק 9.2,1081,כשר,בית לחם הגלילית,0,0,0,0,0,1,1,0,1,בית לחם הגלילית,
ריטריט קפה מקום להיות בו,9.1,100,ציון העסק 9.1,982,פודטראק,"הנרקיס 2, ראש פינה",0,0,0,0,0,1,0,0,0,ראש פינה,הנרקיס 2
בורגרס בר,8.6,775,מחיר סביר,663,לא כשר,"דרך יצחק רבין 19, בית שמש",0,0,1,0,0,0,1,1,1,בית שמש,דרך יצחק רבין 19
שיפודים על גחלים,9.2,1088,מחיר זול,554,לא כשר,"מעלה המסגד 1, מעלות תרשיחא (כיכר הכפר)",0,0,1,0,0,0,0,0,0,מעלות תרשיחא (כיכר הכפר),מעלה המסגד 1
קפה לנדוור,8.3,1152,מחיר סביר,457,כשר,"קניון כפר סבא הירוקה, כפר סבא",0,1,0,0,1,1,1,0,1,כפר סבא,קניון כפר סבא הירוקה
בית העגל,0,49,מחיר זול,0,כשר,"קניון הנגב, באר שבע",0,0,1,0,0,0,0,0,0,באר שבע,קניון הנגב
השווארמה שלי,0,5,0,0,כשר,"שדרות רש""י 7, קרית מלאכי",0,0,1,0,0,0,0,0,0,קרית מלאכי,"שדרות רש""י 7"
אלסובאט,0,142,0,0,לא כשר,ראמה,0,1,1,0,1,1,1,0,0,ראמה,
ביגה,7.3,183,מחיר סביר,271,כשר,"ז'בוטינסקי 47, אשדוד",0,1,0,0,0,1,1,0,1,אשדוד,ז'בוטינסקי 47
צ'וקה,0,24,מחיר סביר,0,כשר,"קניון בת ים, בת ים",1,0,0,0,0,0,1,0,1,בת ים,קניון בת ים
SushiYan,8.6,23,ציון העסק 8.6,644,לא כשר • משלוחים בלבד,"הדקל, אשדוד",1,0,0,0,0,0,1,0,0,אשדוד,הדקל
מוכן ומזומן,0,11,0,0,כשר,"חזון אי""ש 17, בני ברק",0,0,1,0,0,0,0,0,0,בני ברק,"חזון אי""ש 17"
צנעני,8.3,2838,מחיר סביר,404,כשר,"דרך זאב ז'בוטינסקי 92, בני ברק",0,0,1,0,0,0,1,0,1,בני ברק,דרך זאב ז'בוטינסקי 92
מיט פוינט MEAT POINT,7.5,94,ציון העסק 7.5,222,כשר,"קניון קרני שומרון, קרני שומרון",0,0,1,0,0,0,1,1,0,קרני שומרון,קניון קרני שומרון
Pico בשוק,0,2,0,0,לא כשר,"השוק 1, עפולה",0,1,0,0,0,0,1,0,1,עפולה,השוק 1
המסעדה,7.7,124,מחיר זול,771,לא כשר,"דוד סחרוב 22, ראשון לציון",0,0,1,0,0,1,0,0,0,ראשון לציון,דוד סחרוב 22
נונו מאפים,8.4,257,ציון העסק 8.4,283,כשר,"אחד העם 7, חדרה",0,0,0,0,0,1,1,0,1,חדרה,אחד העם 7
האגדה,0,0,0,0,לא כשר,"אניס כרדוש, נצרת",0,0,0,0,0,0,0,0,0,נצרת,אניס כרדוש
יקב לטם אורגני,8.5,1193,ציון העסק 8.5,531,לא כשר,לוטם,0,0,0,0,0,0,0,0,1,לוטם,
Fresh the market,8.7,184,ציון העסק 8.7,1844,כשר,"דרך הדרום 3, קרית גת (ביג סנטר)",0,1,0,0,1,1,1,0,1,קרית גת (ביג סנטר),דרך הדרום 3
גברת גחנון,0,0,0,0,לא כשר,"השיקמה 51, לפיד",0,1,0,0,0,0,0,0,0,לפיד,השיקמה 51
קצביית ומסעדת שמס,0,8,0,0,לא כשר,מג'דל שמס,0,0,1,0,0,0,0,0,0,מג'דל שמס,
קפה לנדוור,7.9,2516,מחיר סביר,796,לא כשר,"שחם 30, פתח תקווה",0,0,0,0,0,1,1,0,1,פתח תקווה,שחם 30
MasaEat,8.7,206,ציון העסק 8.7,576,כשר • פודטראק,כפר אוריה,0,0,1,0,0,0,1,1,0,כפר אוריה,
הפלאפל,0,3,0,0,לא כשר,"שח""ל 51, באר שבע",0,0,0,0,0,0,0,0,0,באר שבע,"שח""ל 51"
דהאר גסט האוס,8,153,ציון העסק 8,0,לא כשר,"6098 8, נצרת",0,0,0,0,0,1,0,0,1,נצרת,6098 8
איזי גריל,8.2,102,ציון העסק 8.2,200,כשר,"יעקב אחווה 112, פתח תקווה",0,0,1,0,0,0,1,0,1,פתח תקווה,יעקב אחווה 112
מאמא דיאלי,7.1,28,ציון העסק 7.1,113,כשר,"בלפור 15, בת ים",0,0,1,0,0,0,0,0,0,בת ים,בלפור 15
LUJO,8.3,35,מחיר סביר,131,לא כשר,"בן עמי 5, עכו",0,0,0,0,0,0,0,0,0,עכו,בן עמי 5
חוף גבעת עליה,8.8,1349,ציון העסק 8.8,190,לא כשר,"בת גלים, תל אביב יפו",0,0,0,0,0,1,0,0,0,תל אביב יפו,בת גלים
המקסיקני,6.9,19,מחיר סביר,1055,לא כשר,"שדרות אריאל שרון 30, דימונה",0,0,0,0,0,0,0,0,0,דימונה,שדרות אריאל שרון 30
סושי טיים,0,30,0,0,לא כשר,"דרך זאב ז'בוטינסקי 7, בני ברק",1,0,0,0,0,0,1,0,1,בני ברק,דרך זאב ז'בוטינסקי 7
סיציליאנו,8.5,1337,מחיר סביר,180,כשר,"עופר רחובות, רחובות",0,1,0,0,0,0,1,0,1,רחובות,עופר רחובות
מיט מאסטר,8.5,132,מחיר סביר,264,לא כשר,"חלוצי התעשייה 6, חיפה",0,0,1,0,0,0,0,0,0,חיפה,חלוצי התעשייה 6
פיצה טוניס T'onys Pizza,8.2,676,מחיר זול,271,כשר,"רש""י 21, רמת גן",0,1,0,0,0,0,1,0,1,רמת גן,"רש""י 21"
תבל מטבח ביתי בריא,8.6,196,מחיר סביר,130,כשר,מישגב,0,0,0,0,0,1,1,0,1,מישגב,
קפה עלמה,9.2,2830,מחיר סביר,2456,לא כשר,"ש. בן ציון 49, רחובות",0,0,0,0,0,1,1,0,1,רחובות,ש. בן ציון 49
קפה בכפר,8.6,783,מחיר סביר,951,לא כשר,בני דרור,0,0,0,0,0,1,0,0,0,בני דרור,
מדורת השבט משתה אבירים,8.2,170,מחיר סביר,274,לא כשר,"סיירים 3, ערד",0,0,1,0,0,0,1,0,0,ערד,סיירים 3
קמפניה,8.2,1886,מחיר סביר,2589,כשר,"ברשבסקי 8, ראשון לציון",0,0,1,0,0,0,0,0,1,ראשון לציון,ברשבסקי 8
ביסטרו 56,8.8,3387,מחיר סביר,1514,כשר,"השונית 2, הרצליה (קניון ארנה)",0,0,1,0,0,0,0,0,1,הרצליה (קניון ארנה),השונית 2
פוקי בר,8.6,4124,מחיר סביר,188,כשר,"אליעזר מזל 13, ראשון לציון",1,0,0,0,0,0,1,0,1,ראשון לציון,אליעזר מזל 13
קפה גרג,8.5,2395,מחיר סביר,332,כשר,"שדרות יגאל אלון 1, בית שמש (ביג סנטר)",0,1,0,0,0,1,1,0,0,בית שמש (ביג סנטר),שדרות יגאל אלון 1
אל באשא,7.1,21,מחיר סביר,190,לא כשר,"צומת מחניים, אזור חצור",0,0,0,0,0,0,0,0,1,אזור חצור,צומת מחניים
שווארמה שמש,8.3,750,מחיר סביר,347,כשר,"וייצמן 24, נס ציונה",0,0,1,0,0,0,1,0,1,נס ציונה,וייצמן 24
שף על האש,8.1,695,מחיר סביר,656,כשר,"אחד העם 14, נתניה",0,0,1,0,0,0,1,0,1,נתניה,אחד העם 14
פיצה 1+1,8.1,545,מחיר זול,451,כשר,"הרא""ה 104, רמת גן",0,1,0,0,0,0,1,0,1,רמת גן,"הרא""ה 104"
